"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Safety Guaranteed Connected Cruise Control","C. R. He; G. Orosz","Department of Mechanical Engineering, University of Michigan, Ann Arbor, MI, 48109; Department of Mechanical Engineering, University of Michigan, Ann Arbor, MI, 48109","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","549","554","In this paper, we design a connected cruise controller with safety guarantees. In particular, we utilize a control safety function in order to guarantee the safety of a given control law. We establish the notion of safety chart to graphically represent the safe combinations of control parameters. Moreover, we establish an intervention algorithm that maintains safety when parameters are chosen outside the safe parameter regime. The results are also demonstrated with the help of numerical simulations.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569979","","Safety;Cruise control;Aerospace electronics;Vehicle dynamics;Acceleration;Closed loop systems;Chaotic communication","adaptive control;feedback;road safety;road traffic control","cruise control;connected cruise controller;safety guarantees;control safety function;safety chart;control parameters;safe parameter regime;control law;numerical simulation;intervention algorithm","","","13","","","","","IEEE","IEEE Conferences"
"Efficiency-Based Mixed Network Design Considering Multi-Typed Traffic Demands","Y. He; Y. Zhao; J. Qin; K. L. Tsui","Department of Systems Engineering and Engineering Management, City University of Hong Kong, Kowloon, Hong Kong; Centre for Systems Informatics Engineering, City University of Hong Kong, Kowloon, Hong Kong; School of Traffic and Transportation Engineering, Central South University, Changsha, China; School of Data Science, City University of Hong Kong, Kowloon, Hong Kong","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3846","3851","Transportation network efficiency is a comprehensive reflection of the operation of transportation networks. An effective quantitative evaluation method for the transportation network efficiency is important as it can provide a feedback mechanism of network operation conditions in the process of network design, which gives a theoretical basis for the optimization of urban transportation network. In general, a well-designed transportation network should be adapted to multi-typed traffic demands by considering their characteristics after reconstructing. Thus, on the choice of an effective quantitative evaluation method for the transportation network efficiency, this paper proposes a bi-level programming model with the objective of maximizing transportation network efficiency in mixed network design, which has two lower users' equilibrium models corresponding to two kinds of traffic demands. A hybrid Genetic Algorithm (GA) and Frank-Wolfe Algorithm is then developed to solve the proposed problem. Results of the case study show that the network designed by the proposed model a) results in a more rational distribution of traffic flow, b) improves the adaptability of the transportation network and alleviates the traffic congestion, and c) economizes on the use of land, providing a solid foundation for the sustainable development of transportation network.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569983","traffic modeling;transportation network efficiency;mixed network design;multi-typed traffic demands;bi-level programming;genetic algorithm","Roads;Optimization;Genetic algorithms;Programming;Sociology;Statistics","genetic algorithms;network theory (graphs);road traffic;sustainable development;transportation","transportation network efficiency;efficiency-based mixed network design considering multityped traffic demands;effective quantitative evaluation method;network operation conditions;urban transportation network;bi-level programming model;hybrid genetic algorithm;GA;Frank-Wolfe algorithm;traffic flow;traffic congestion;sustainable development","","","21","","","","","IEEE","IEEE Conferences"
"Deep Learning vs. Discrete Reinforcement Learning for Adaptive Traffic Signal Control","S. M. A. Shabestary; B. Abdulhai","Department of Civil Engineering, University of Toronto, Toronto, Canada; Department of Civil Engineering, University of Toronto, Toronto, Canada","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","286","293","The population in cities and demand for transportation continuously increases. Space, financial and environmental constraints do not allow for significant infrastructure expansion. Therefore, optimizing the efficiency of the infrastructure is becoming increasingly important. Wait time at traffic lights is a significant proportion of time spent travelling within cities. Time inefficiency of traffic lights is, therefore, a global concern. Adaptive traffic signal controllers aim to provide demand-responsive strategies to minimize motorists' delay and achieve higher throughputs at signalized intersections. With the advent of new sensory technologies and more intelligent control methods, we propose an adaptive traffic signal controller able to receive un-prepossessed high-dimensional sensory information and self-learn to minimize the intersection delay. We use (1) deep neural networks to operate directly on detailed sensory inputs and feed it into (2) a continuous reinforcement learning based optimal control agent. The integration of the two is known as deep reinforcement learning or deep learning for short. Using deep learning, we achieve two goals: (1) eliminate the need for handcrafting a feature extraction process such as determining queue lengths for instance, which is challenging and location specific, and (2) achieve better performance and faster training time compared to conventional discrete reinforcement learning approaches.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569549","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569549","Deep Reinforcement Learning;Reinforcement Learning;Traffic Signal Control","Urban areas;Delays;Aerospace electronics;Traffic control;Space vehicles;Adaptation models","feature extraction;intelligent control;learning (artificial intelligence);optimal control;road traffic control;transportation","deep neural networks;deep reinforcement learning;optimal control agent;high-dimensional sensory information;intelligent control methods;signalized intersections;adaptive traffic signal controller;traffic lights;significant infrastructure expansion;environmental constraints;adaptive traffic signal control;conventional discrete reinforcement learning approaches","","","29","","","","","IEEE","IEEE Conferences"
"Efficient Taxi and Passenger Searching in Smart City using Distributed Coordination","A. Agrawal; V. Raychoudhury; D. Saxena; A. D. Kshemkalyani","Dept. of CSE, IIT Roorkee, Roorkee, India; Dept. of CSE, Miami University, Oxford, OH, USA; Dept. of Computing, The Hong Kong PolyU, Kowloon, Hong Kong; Dept. of CSE, Univ. of Illinois at Chicago, Chicago, IL, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1920","1927","Taxicabs are an important element of urban public transportation. Taxicabs either cruise through city streets in search of passengers or wait at several hotspots (like airports, rail stations, malls, stadiums, taxi stands, etc). Cruising by empty Taxis increases city traffic and carbon footprint while reducing net profit. Alternatively, there might be places where passengers are waiting long for taxis. In order to improve coordination between taxis and passengers with a view to decrease passenger waiting time and to increase taxi profits, we propose a taxi selection algorithm (TSA) as well as a hotspot recommendation approach (HRA). While the proposed TSA achieves its objective through distributed coordination among the participating taxis and passengers, the HRA uses a clustering approach over a large-scale taxi dataset to pin-point hotspots. The main contribution of this paper lies in extensive experimentation using large-scale taxi dataset of SFO to show that the TSA outperforms existing taxi selection algorithms by finding a taxi which can reach the passenger in minimum time with up to 97.59% accuracy. We also evaluate the HRA using another taxi dataset from NYC which shows that 60% of the times, a taxi will get a passenger following our recommendation scheme.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569728","Taxi Selection;Hotspot Recommendation;Smart Transportation;Distributed Coordination;Data Analysis","Public transportation;Global Positioning System;Urban areas;Clustering algorithms;Profitability;Dispatching;Probabilistic logic","data analysis;pattern clustering;profitability;public transport;road traffic","passenger searching;smart city;distributed coordination;taxicabs;carbon footprint;taxi profits;taxi selection algorithm;hotspot recommendation approach;urban public transportation;city traffic;clustering approach;data analysis","","","23","","","","","IEEE","IEEE Conferences"
"A Model-Based Approach to Simulate Rain Effects on Automotive Surround Sensor Data","S. Hasirlioglu; A. Riener","Center of Automotive Research on Integrated Safety Systems and Measurement Area (CARISSMA), Technische Hochschule Ingolstadt, Germany and Johannes Kepler University Linz, Austria; Center of Automotive Research on Integrated Safety Systems and Measurement Area (CARISSMA), Technische Hochschule Ingolstadt, Germany and Johannes Kepler University Linz, Austria","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2609","2615","Intelligent vehicles use surround sensors to perceive their local environment. However, already small errors in sensor data measurement and interpretation can lead to severe accidents, thus, testing the reliability of sensors and safety systems before market introduction is of high importance. The downside of real-world testing is that the increasing complexity of safety systems results in increased test effort and, as a consequence, longer development time. To counteract, simulation have to play a central role in future development and test of automated driving functions. It is common knowledge that adverse weather conditions such as rain degrade a sensor's performance due to absorption and scattering by water particles in the air. As a result, the effects of rain on sensor raw data can lead to incorrect environmental perception. This behavior is highly random but still needs to be replicated in the simulation environment to enable virtual tests with a high degree of realism. This work gives an overview on the related work, rain physics, and basic sensor theory. Further, we present a novel approach for simulating the effects of rain on data from camera, Iidar, and radar sensors.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569907","","Rain;Cameras;Laser radar;Data models;Automotive engineering;Atmospheric modeling","optical radar;rain;remote sensing by laser beam;road safety;sensor fusion;sensors","adverse weather conditions;sensor raw data;rain physics;radar sensors;rain effects;sensor theory;water particles;camera;Iidar;sensor data measurement;intelligent vehicles;automotive surround sensor data","","","34","","","","","IEEE","IEEE Conferences"
"Elastic Service Provision for Intelligent Vehicle Functions","S. Kugele; D. Hettler; S. Shafaei","Department of Informatics, Technical University of Munich, Germany; Department of Informatics, Ludwig Maximilians, University of Munich, Germany; Department of Informatics, Technical University of Munich, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3183","3190","Automotive systems will more and more rely on cloud-provisioned services as a means to handle the increased computational demands of intelligent vehicle functions and to support the driver in innovative ways. Especially challenging in this context is the dynamic nature of vehicles and the inconsistent state of their environment, causing a rapid change of driving situations which need to be handled in different ways. As a reaction to this, we provide a conceptual framework which allows for the definition of operational situations and operational strategies as a way to respond to these situations. Responses may involve automatically triggered reactive measures, rule-based strategies, and AI-controlled measures. We furthermore provide an exemplary technical solution upon which such framework may be realized. We propose to split vehicular functionality into isolated services which may be replicated individually and moved between the vehicle's onboard system and the cloud at run-time, depending on situational demand. Connectivity between vehicular and cloud-based services is provided by virtual overlay networks and a publish-subscribe middleware. Finally, we provide benchmarks as a means to evaluate the proposed technical realization. We find that our approach is indeed feasible and performs well. However, there is evidence that the employed technologies do not meet the high demands of the automotive domain, yet. Nevertheless, the fundamental mechanisms are successfully demonstrated.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569374","","Containers;Cloud computing;Automotive engineering;Vehicles;Publish-subscribe;Middleware;Reliability","cloud computing;intelligent transportation systems;knowledge based systems;middleware;overlay networks","elastic service provision;intelligent vehicle functions;automotive systems;cloud-provisioned services;rule-based strategies;AI-controlled measures;cloud-based services;virtual overlay networks;publish-subscribe middleware","","","17","","","","","IEEE","IEEE Conferences"
"Timetable Optimization for Utilization of Regenerative Braking Energy: A Single Line Case over Istanbul Metro Network","I. E. Demirci; H. B. Celikoglu","Metro Istanbul Inc., Istanbul, Turkey; Civil Engineering Department, Technical University of Istanbul (ITU), Ayazaga Campus, Sariyer, 34469, Turkey","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2309","2314","Energy costs still have a large proportion in operational expenses in metro lines, even though metro is the least energy-consuming mode of transport. Recently, researchers have shown an increased interest in the utilization of regenerative braking energy (RBE) to reduce the energy consumption: synchronizing the accelerating and braking trains is one of the more practical ways of the utilization of RBE. In this paper, a timetable optimization model is proposed to pair the accelerating and breaking trains in the operation to enhance the utilization of RBE. The main objective of the model proposed is to provide maximum total overlapping time between breaking and accelerating periods of trains by adjusting the timetable. In comparison with the existing methods, the proposed timetable optimization model requires less modeling information and calculates more train in cooperation. A case study over Istanbul Metro M4 line is studied employing a Genetic Algorithm to real operating data. The simulation results confirm the effectiveness of the proposed method that the total overlapping time has increased to a considerable extent in different headway scenarios.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569553","","Acceleration;Mathematical model;Optimization;Energy consumption;Synchronization;Genetic algorithms;Linear programming","energy conservation;energy consumption;genetic algorithms;optimisation;railway electrification;railway engineering;railways;regenerative braking;transportation","regenerative braking energy;single line case;Istanbul Metro network;genetic algorithm;braking trains;accelerating trains;operating data;M4 line;train;modeling information;maximum total overlapping time;timetable optimization model;energy consumption;RBE;metro lines;operational expenses;energy costs","","","19","","","","","IEEE","IEEE Conferences"
"Robustness Against Unknown Noise for Raw Data Fusing Neural Networks","M. Bijelic; C. Muench; W. Ritter; Y. Kalnishkan; K. Dietmayer","Daimler AG, Wilhelm-Runge-Str. 11, Ulm, 89081, Germany; Daimler AG, Wilhelm-Runge-Str. 11, Ulm, 89081, Germany; Daimler AG, Wilhelm-Runge-Str. 11, Ulm, 89081, Germany; Royal Holloway, Egham Hill, Egham, TW20 OEX, United Kingdom; University Ulm, Albert-Einstein-Allee 41, Ulm, 89081, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2177","2184","Adverse weather conditions are extremely challenging for autonomous driving as most state-of-the-art sensors do not function reliably under such circumstances. One method to increase the detection performance is to fuse the raw data signal with neural networks that learn robust features from multiple inputs. Nevertheless noise due to adverse weather is complex, and in addition, automotive sensors fail asymmetrically. Neural networks that perform feature level sensor fusion can be particularly vulnerable if one sensor is corrupted by noise outside the training data distribution compared to decision level fusion. The reason for this is that no built-in mathematical mechanism prevents noise in one sensor channel from corrupting the overall network even though other sensor channels may provide high-quality data. We propose a simple data augmentation scheme that shows a neural network may be able to ignore data from underperforming sensors even though it has never seen that data during training. One can summarize this as a learned “OR” operation at fusion stage. This learned operation is also generally applicable to other noise-types not present during training.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569911","","Neural networks;Training;Laser radar;Cameras;Sensor fusion;Feature extraction","feature extraction;learning (artificial intelligence);neural nets;sensor fusion","data distribution;data augmentation scheme;data fusing neural networks;data signal;mathematical mechanism;OR operation;noise-types;sensor channel;decision level fusion;feature level sensor fusion;automotive sensors;robust features;detection performance;autonomous driving;adverse weather conditions;unknown noise","","","32","","","","","IEEE","IEEE Conferences"
"BESAFE: Design and Implementation of a DSRC-Based Test-Bed for Connected Autonomous Vehicles","H. Heng Ng; R. Vasudha; A. T. Hoang; C. Kwan; B. Zhou; J. Cheong; A. Quek","Institute for Infocomm Research A*STAR, Singapore; Institute for Infocomm Research A*STAR, Singapore; Institute for Infocomm Research A*STAR, Singapore; Land Transport Authority, Singapore; NA; Land Transport Authority, Singapore; Land Transport Authority, Singapore","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3742","3748","There is a recent effort at One-North key signalized intersections to setup DSRC road-side beacon infrastructure to support Singapore Autonomous Vehicles (AV) trials. Unlike conventional AVs that operate in independent sensing mode, the notion of employing DSRC-equipped beacons is to augment AVs' operation and offer key benefits such as improved situational awareness and sensing-range extension. In this paper, we present the design and implementation of a DSRC-based road-side beaconing system, called BESAFE, for allowing real-time information sharing with AVs. BESAFE framework supports the dissemination of: (i) traffic light status, (ii) GNSS positioning augmentation, (iii) surrounding traffic information, and (iv) collection of vehicle probe data and node infrastructure status. A key design principle of BESAFE is the full compliance of international standards of DSRC/WAVE, IEEE 1609.x, and SAE J2735, so as to ensure interoperability between infrastructure provider and different AV operators. Several important protocol design considerations have been discussed, including the software architecture, service discovery via WSA, application layer messaging, frame routing and node status reporting. To assure different AV operators to use the common test-bed infrastructure, the basic BESAFE framework is also extended by incorporating security mechanism of enhanced encryption and frame signing.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569302","DSRC-based test-bed;protocol design;connected autonomous vehicles","Protocols;Standards;Security;Autonomous vehicles;Software architecture;Routing;Pipelines","road safety;routing protocols;telecommunication security;vehicular ad hoc networks","real-time information sharing;traffic light status;GNSS positioning augmentation;traffic information;node infrastructure status;key design principle;infrastructure provider;frame routing;node status reporting;common test-bed infrastructure;basic BESAFE framework;DSRC-based test-bed;road-side beacon infrastructure;Singapore Autonomous Vehicles trials;independent sensing mode;DSRC-equipped beacons;improved situational awareness;sensing-range extension;DSRC-based road-side beaconing system;vehicle probe data collection;frame signing;enhanced encryption;application layer messaging;service discovery;software architecture;protocol design considerations;SAE J2735;IEEE 1609.x;one-north key signalized intersections;connected autonomous vehicles;AV operation;DSRC-WAVE","","","19","","","","","IEEE","IEEE Conferences"
"DDT: Deep Driving Tree for Proactive Planning in Interactive Scenarios","M. Okamoto; P. Perona; A. Khiat","Computational Vision Lab., California Institute of Technology, Pasadena, CA, USA; Computational Vision Lab., California Institute of Technology, Pasadena, CA, USA; Mobility Services Lab., Nissan Motor Co., Ltd., Kanagawa, JAPAN","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","656","661","We consider long-term planning problems for autonomous vehicles in complex traffic scenarios where vehicles and pedestrians interact. The decisions of an autonomous vehicle can influence surrounding other participants in these scenarios. Therefore, planning algorithms that preprocess the long-term prediction of other participants restrict freedom in action. In this paper, we process both problems of long-term planning and prediction at the same time. Our approach which we call DDT (Deep Driving Tree) is based on game tree accumulating a short-term prediction. Machine learning techniques are applied to this short-term prediction instead of model-based techniques that depends on domain knowledge. In contrast to Q-learning, this prediction part is trained off-line and does not require feedback from collision data. Our approach using a game tree models multiple future states of other participants to decide a proactive action taking uncertainties of their intentions into consideration. This approach is demonstrated in a left turning scenario at an intersection of left-hand traffic with oncoming vehicles without V2V communication.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569696","Autonomous driving;intent estimation;machine learning;decision making","Games;Planning;Predictive models;Vehicles;Supervised learning;Neural networks","game theory;interactive systems;learning (artificial intelligence);pedestrians;planning (artificial intelligence);prediction theory;road traffic;traffic engineering computing;trees (mathematics)","DDT;proactive planning;interactive scenarios;long-term planning problems;complex traffic scenarios;long-term prediction;short-term prediction;machine learning techniques;model-based techniques;game tree models multiple future states;proactive action;left turning scenario;autonomous vehicles;pedestrians;deep driving tree;left-hand traffic","","","20","","","","","IEEE","IEEE Conferences"
"An Integrated MPC Approach for FWIA Autonomous Ground Vehicles with Emergency Collision Avoidance","M. Cao; R. Wang; J. Wang; N. Chen","School of Mechanical Engineering, Southeast University, Nanjing, 211189, China; School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; School of Mechanical Engineering, Southeast University, Nanjing, 211189, China; School of Mechanical Engineering, Southeast University, Nanjing, 211189, China","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2432","2437","A novel hierarchical model predictive control (MPC) method is investigated for four-wheel-independently-actuated (FWIA) autonomous ground vehicles (AGVs) with emergency collision avoidance in this paper, where an artificial potential field (APF)-based NMPC path replanner and a feedback compensation control (FCC)-based LTV-MPC path follower are designed. Both replanning with circle decomposition of vehicle shape, and tracking with tire force maximization, are considered simultaneously to enlarge the reachable zone of path replanning and following, particularly in much aggressive situations, where the trajectories are not feasible with the conventional approaches. By the proposed control, ample space and sufficient time are available to steer appropriately and accelerate/brake independently in such hazardous scenarios. In addition, a shorter predictive horizon is introduced to evaluate both methods in more extreme situations. The simulations modeled in the Carsim-Simulink joint platform demonstrate that the proposed approach can further improve path-replanning reachability and path-following safety in emergency collision avoidance scenarios, even in a shortsighted prediction.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569445","","Collision avoidance;Tires;Planning;Shape;Wheels;Predictive control;Predictive models","automatic guided vehicles;collision avoidance;compensation;feedback;mobile robots;predictive control;road vehicles;steering systems;tyres;wheels","four-wheel-independently-actuated autonomous ground vehicles;artificial potential field-based NMPC path replanner;model predictive control method;carsim-simulink joint platform;FWIA autonomous ground vehicles;integrated MPC approach;emergency collision avoidance scenarios;path-replanning reachability;shorter predictive horizon;aggressive situations;path replanning;tire force maximization;vehicle shape;feedback compensation control-based LTV-MPC path follower","","","16","","","","","IEEE","IEEE Conferences"
"Automotive LiDAR performance verification in fog and rain","M. Kutila; P. Pyykönen; H. Holzhüter; M. Colomb; P. Duthon","VTT Technical Research Centre of Finland Ltd., Visiokatu 4, Tampere, FI-33720, FINLAND; VTT Technical Research Centre of Finland Ltd., Visiokatu 4, Tampere, FI-33720, FINLAND; Ibeo Automotive Systems GmbH., Merkurring 60-62, Hamburg, 22143, GERMANY; Cerema, 8-10, rue Bernard Palissy, Clermont-Ferrand, 63017, FRANCE; Cerema, 8-10, rue Bernard Palissy, Clermont-Ferrand, 63017, FRANCE","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1695","1701","This article focuses on testing and investigating further development needs for LiDARs in self-driving cars in adverse weather. The article compares two different LiDARs (Ibeo Lux and Velodyne PUCK), which both use the 905 nm wavelengths, which are used in more than 95% of currently available LiDARs. The performance was tested and estimated in stabilized fog conditions at Cerema fog chamber facilities. This provides a good basis for repeating the same validation procedure multiple times and ensuring the right development decisions. However, performance of the LiDARs suffers when the weather conditions become adverse and visibility range decreases. A 50% reduction in target detection performance was observed over the exhaustive tests. Therefore, changing to higher wavelengths (1550 nm) was considered using redesigned “pre-prototype LiDAR”. The preliminary results indicate that there is no reason to not use 1550 nm wavelength, which due to eye safety regulations gives an opportunity to use 20 times more power compared to the traditional 905 nm. In order to clarify the expected benefits, additional feasibility studies are still needed.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569624","","Laser radar;Rain;Roads;Optical sensors;Optical scattering;Wavelength measurement","fog;object detection;optical radar;road vehicle radar","Cerema fog chamber facilities;weather conditions;target detection performance;exhaustive tests;automotive LiDAR performance verification;Velodyne PUCK","","","14","","","","","IEEE","IEEE Conferences"
"Reading between the Lanes: Road Layout Reconstruction from Partially Segmented Scenes","L. Kunze; T. Bruls; T. Suleymanov; P. Newman","Dept. Engineering Science, University of Oxford, Oxford Robotics Institute, UK; Dept. Engineering Science, University of Oxford, Oxford Robotics Institute, UK; Dept. Engineering Science, University of Oxford, Oxford Robotics Institute, UK; Dept. Engineering Science, University of Oxford, Oxford Robotics Institute, UK","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","401","408","Autonomous vehicles require an accurate and adequate representation of their environment for decision making and planning in real-world driving scenarios. While deep learning methods have come a long way providing accurate semantic segmentation of scenes, they are still limited to pixel-wise outputs and do not naturally support high-level reasoning and planning methods that are required for complex road manoeuvres. In contrast, we introduce a hierarchical, graph-based representation, called scene graph, which is reconstructed from a partial, pixel-wise segmentation of an image, and which can be linked to domain knowledge and AI reasoning techniques. In this work, we use an adapted version of the Earley parser and a learnt probabilistic grammar to generate scene graphs from a set of segmented entities. Scene graphs model the structure of the road using an abstract, logical representation which allows us to link them with background knowledge. As a proof-of-concept we demonstrate how parts of a parsed scene can be inferred and classified beyond labelled examples by using domain knowledge specified in the Highway Code. By generating an interpretable representation of road scenes and linking it to background knowledge, we believe that this approach provides a vital step towards explainable and auditable models for planning and decision making in the context of autonomous driving.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569270","","Roads;Image segmentation;Semantics;Planning;Decision making;Cognition;Probabilistic logic","decision making;grammars;graph theory;image segmentation;inference mechanisms;knowledge based systems;learning (artificial intelligence);traffic engineering computing","background knowledge;parsed scene;domain knowledge;interpretable representation;road scenes;decision making;autonomous driving;road layout reconstruction;partially segmented scenes;autonomous vehicles;real-world driving scenarios;deep learning methods;pixel-wise outputs;high-level reasoning;planning methods;complex road manoeuvres;graph-based representation;called scene graph;pixel-wise segmentation;AI reasoning techniques;adapted version;Earley parser;learnt probabilistic grammar;segmented entities;scene graphs model;abstract representation;logical representation","","","29","","","","","IEEE","IEEE Conferences"
"Real-Time Taxi Demand Prediction using data from the web","I. Markou; F. Rodrigues; F. C. Pereira","Department of Management Engineering, Technical University of Denmark (DTU); Department of Management Engineering, Technical University of Denmark (DTU); Department of Management Engineering, Technical University of Denmark (DTU)","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1664","1671","In transportation, nature, economy, environment, and many other settings, there are multiple simultaneous phenomena happening that are of interest to model and predict. Over the last few years, the traffic data that we have at our disposal have significantly increased, and we have truly entered the era of big data for transportation. Most existing traffic flow prediction methods mainly focus on capturing recurrent mobility trends that relate to habitual/routine behaviour, and on exploiting short-term correlations with recent observation patterns. However, valuable information that is often available in the form of unstructured data is neglected when attempting to improve forecasting results. In this paper, we explore time-series data and textual information combinations using machine learning techniques in the context of creating a prediction model that is able to capture in real-time future stressful situations of the studied transportation system. Using publicly available taxi data from New York, we empirically show that the proposed models are able to significantly reduce the error in the forecasts. The final mean absolute error (MAE) of our predictions is decreased by 19.5% for a three months testing period and by 57% if we focus only on event periods.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569015","time series forecasting;taxi demand;special events;textual data;topic modeling;machine learning","Public transportation;Predictive models;Data models;Machine learning;Internet;Real-time systems","Big Data;forecasting theory;Internet;learning (artificial intelligence);time series;traffic engineering computing;transportation","existing traffic flow prediction methods;recurrent mobility trends;habitual/routine behaviour;short-term correlations;recent observation patterns;unstructured data;forecasting results;time-series data;textual information combinations;real-time future stressful situations;studied transportation system;publicly available taxi data;time taxi demand prediction;traffic data;Big Data","","","30","","","","","IEEE","IEEE Conferences"
