"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Artificial swarm algorithm for VANET protection against routing attacks","V. Krundyshev; M. Kalinin; P. Zegzhda","Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia; Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia; Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","795","800","This article discusses information security problems in transport networks VANET, a subtype of Mobile Ad hoc NETwork (MANET) in which moving vehicles are considered as networks hosts with wireless communications. Analyzed the existing methods of protecting from routing attacks on dynamic networks, in which a malicious node provides fake routing information by advertising itself having shortest path to the source node and then deprive the traffic from the source node or can drop the packets later. We proposed a new approach to provide security for VANET and other types of transport relative networks using swarm algorithms of artificial intelligence. The article describes the algorithm itself, its characteristics and main advantages. The paper presents the results of experimental studies confirming the effectiveness of the developed swarm algorithm to protect from two common and difficult to detect routing attacks: black hole and wormhole.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390808","black hole attack;routing attacks;security;swarm algorithm;wormhole attack;IDS;ITS;MANET;NS-3;VANET","Routing;Vehicular ad hoc networks;Heuristic algorithms;Peer-to-peer computing;Vehicle dynamics;Particle swarm optimization;Mobile ad hoc networks","artificial intelligence;mobile ad hoc networks;telecommunication network routing;telecommunication security;vehicular ad hoc networks","artificial swarm algorithm;VANET protection;routing attacks;information security problems;transport networks VANET;wireless communications;dynamic networks;malicious node;fake routing information;source node;transport relative networks;artificial intelligence;mobile ad hoc network;MANET;black hole;wormhole","","3","22","","","","","IEEE","IEEE Conferences"
"Security analysis of cyber-physical systems network infrastructure","D. Lavrova; M. Poltavtseva; A. Shtyrkina","Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia; Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia; Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","818","823","In this paper authors propose an approach that implements security analysis of ultra-high volumes of network traffic generated by components of cyberphysical systems. Proposed approach provide data reduction using such Big Data methods as filtering and aggregation. Authors propose to use the width of multifractal spectrum of network traffic as a security criterion. Conducted experimental researches demonstrate the efficiency of proposed approach both in terms of reducing traffic volume and in terms of detecting DoS attacks.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390812","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390812","security analysis;cyber-physical system;multifractal spectrum;aggregation;filtration","Windows;Security;Telecommunication traffic;Fractals;Filtering;Big Data;Cloud computing","Big Data;computer network security;cyber-physical systems;telecommunication traffic","cyber-physical systems network infrastructure;traffic volume;Big Data methods;data reduction;network traffic","","","16","","","","","IEEE","IEEE Conferences"
"Mapping OPC UA AddressSpace to OCF resource model","S. Cavalieri; M. G. Salafia; M. S. Scroppo","University of Catania, Department of Electrical Electronic and Computer Engineering (DIEEI), Viale A. Doria, 6 - 95125 Catania; University of Catania, Department of Electrical Electronic and Computer Engineering (DIEEI), Viale A. Doria, 6 - 95125 Catania; University of Catania, Department of Electrical Electronic and Computer Engineering (DIEEI), Viale A. Doria, 6 - 95125 Catania","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","135","140","The paper presents a proposal to map OPC UA AddressSpace into Open Connectivity Foundation (OCF) Resource Model. The mapping is based on the ad-hoc definition of an OCF Device and OCF Resources, each of which models an OPC UA Node of an OPC UA AddressSpace. The proposal represents a first step to enable interoperability between OPC UA and OCF specifications, allowing an OCF Client to access information maintained by an OPC UA Server. The proposal is original as current literature does not provide for such kind of integration.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387649","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387649","OPC UA;OCF;Interoperability;Industry 4.0;IoT","Servers;Interoperability;Proposals;Industries;Internet of Things;Computational modeling;Context modeling","open systems;service-oriented architecture","mapping OPC UA AddressSpace;OCF resource model;Open Connectivity Foundation Resource Model;OCF Device;OCF Resources;OCF Client;OPC UA Server;OPC UA Node;interoperability","","1","15","","","","","IEEE","IEEE Conferences"
"Towards human-based industrial cyber-physical systems","M. Pacaux-Lemoine; Q. Berdal; S. Enjalbert; D. Trentesaux","Univ. Valenciennes, CNRS UMR 8201- LAMIH, F-59313 Valenciennes, France; Univ. Valenciennes, CNRS UMR 8201- LAMIH, F-59313 Valenciennes, France; Univ. Valenciennes, CNRS UMR 8201- LAMIH, F-59313 Valenciennes, France; Univ. Valenciennes, CNRS UMR 8201- LAMIH, F-59313 Valenciennes, France","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","615","620","The constant advances in sciences and technologies encourage industrialist and researchers in manufacturing, to address new challenges relevant to industrial Cyber-Physical Systems (CPS). Human aspects, among others, are of importance and researchers try to take them into account, but they remain to be efficiently dealt with during the design of industrial CPS. The goal of this paper is to highlight how it is possible to integrate “human-in-the-loop” inside the process control of industrial CPS. For that purpose, studies coming from the domain of industrial engineering are presented in the next part. It is completed by an overview of the main cognitive dimensions industrial designers have to integrate in assistance systems definition in order to benefit from human competencies and capacities while respecting human limits. The main idea is to balance Human and technology involvement, taking advantage of industrial CPS advances and Human capabilities identified and implemented through Human-Machine Cooperation principles. The project HUMANISM, which is presented, aims to specify and experiment such principles.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390776","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390776","human-machine cooperation;adaptive level of automation;collaborative robotics;intelligent manufacturing systems;multi-agent systems;cyber-physical systems","Process control;Man-machine systems;Task analysis;Cyber-physical systems;Tools;Automation","cognition;control engineering computing;cyber-physical systems;industrial engineering;man-machine systems;manufacturing systems;process control;production engineering computing","human-based industrial cyber-physical systems;industrial engineering;industrial CPS;cognitive dimensions industrial designers;human-machine cooperation principles;HUMANISM project;human-in-the-loop;process control","","","34","","","","","IEEE","IEEE Conferences"
"On cyber-physical attacks in bilateral teleoperation systems: An experimental analysis","A. Munteanu; R. Muradore; M. Merro; P. Fiorini","Department of Computer Science, University of Verona, Italy; Department of Computer Science, University of Verona, Italy; Department of Computer Science, University of Verona, Italy; Department of Computer Science, University of Verona, Italy","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","159","166","In the last years there has been a significant increase in the number of attacks to the security of cyber-physical systems such as SCADA systems and PLC's. We investigate security issues in bilateral teleoperation systems i.e., systems in which the tele-operated robots reflect back to the operator reaction forces from the task being performed. We classify the cyber-physical attacks in terms of target component, knowledge of the system, and goal. We then implement our attacks on a single-input single-output bilateral teleoperation system equipped with a two-layer control architecture for guaranteeing stability despite unknown communication delay. This setup allows us to study the impact of our attacks, and represents a first step towards a complete threat model with corresponding counter-measures in more complex bilateral teleoperation systems.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387653","","Robot sensing systems;Delays;Actuators;Security;Computer architecture;Stability analysis","cyber-physical systems;delays;security of data;single-input single-output systems (control);stability;telerobotics","cyber-physical systems;tele-operated robots;operator reaction forces;single-input single-output bilateral teleoperation system;complex bilateral teleoperation systems;cyber-physical attacks classification;two-layer control architecture;stability;communication delay","","","27","","","","","IEEE","IEEE Conferences"
"Control of turbocharged ship diesel engines using a nonlinear optimal control method","G. Rigatos; P. Siano; P. Wira; M. Abbaszadeh","Unit of Industrial Automation, Industrial Systems Institute, 26504, Rion Patras, Greece; Dept. of Industrial Eng., University of Salerno, Fisciano, 84084, Italy; Laboratoire MIPS, Université d' Haute Alsace, 68093, Mulhouse, France; GE Global Research General Electric, Niskuyama, 12309, NY, USA","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","381","386","A nonlinear optimal (H-infinity) control approach is proposed for turbocharged diesel engines with potential use in ship propulsion. The dynamic model of the diesel engine undergoes approximate linearization round a temporary operating point. This is defined at each time instant by the present value of the system's state vector and the last value of the control input vector that was exerted on it. The linearization is based on Taylor series expansion and on the computation of the associated Jacobian matrices. For the linearized model an H-infinity feedback controller is computed. The controller's gain is calculated by solving an algebraic Riccati equation at each iteration of the control method. The asymptotic stability of the control approach is proven through Lyapunov analysis. This assures that the state variables of the diesel engine will finally converge to the designated reference values. Optimal functioning of the diesel engine signifies improved power, reduced polluting emissions and reduced fuel consumption.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387688","","Diesel engines;Jacobian matrices;Nonlinear dynamical systems;Computational modeling;Cost function;Feedback control;Manifolds","asymptotic stability;control system synthesis;diesel engines;feedback;iterative methods;Jacobian matrices;linearisation techniques;Lyapunov methods;nonlinear control systems;perturbation techniques;Riccati equations;ships","ship propulsion;dynamic model;approximate linearization;temporary operating point;control input vector;linearized model;H-infinity feedback controller;optimal functioning;turbocharged ship diesel engines;nonlinear optimal control method;nonlinear optimal control approach;algebraic Riccati equation;asymptotic stability;Lyapunov analysis;state variable","","","20","","","","","IEEE","IEEE Conferences"
"Protecting cyber physical production systems using anomaly detection to enable self-adaptation","G. Settanni; F. Skopik; A. Karaj; M. Wurzenberger; R. Fiedler","Center for Digital Safety and Security, AIT Austrian Institute of Technology - Vienna, Austria; Center for Digital Safety and Security, AIT Austrian Institute of Technology - Vienna, Austria; Center for Digital Safety and Security, AIT Austrian Institute of Technology - Vienna, Austria; Center for Digital Safety and Security, AIT Austrian Institute of Technology - Vienna, Austria; Center for Digital Safety and Security, AIT Austrian Institute of Technology - Vienna, Austria","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","173","180","The industrial world is going through its fourth revolution also known as Industry 4.0. Modern industrial processes leverage advanced IT technologies to increase productivity and often combine multiple system concepts such as Internet of Things (IoT), Cyber Physical Systems (CPS) and Cloud Computing. Cyber Physical Production Systems (CPPS) are key enablers of this revolution. In CPPS, raw materials, machines, and operations are interconnected to form a sophisticated network. Protecting them against advanced cyber-threats is a priority concern for the future implementation of Industry 4.0 applications. Any impairment of such systems can lead, in fact, to catastrophic damages resulting in a substantial financial loss for governments, companies, as well as endanger the safety of the society. The need for high availability and reliability of these systems is therefore the pillar guiding our research. This paper proposes the adoption of anomaly detection as a method to support self-adaptation in CPPS and to ensure flexibility, reliability, and protection of industrial environments against modern cyber threats. An anomaly detection mechanism can be employed to monitor, and learn the normal behavior of an industrial system, and to generate alerts when the observed events indicate abnormal activities. On this concept we base our work, and we demonstrate how timely identifying critical security events can enable, through the self-adaptation (e.g., triggering automatic configuration changes), an efficient protection of the CPPS against advanced threats, and an effective containment of their effects.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387655","Cyber Physical Production Systems;Self-adaptation;Anomaly Detection;Industry 4.0","Security;Monitoring;Anomaly detection;Measurement;Industries;Sensors;Planning","cloud computing;cyber-physical systems;Internet of Things;production engineering computing;security of data;self-adjusting systems","anomaly detection mechanism;productivity;IoT;Internet of Things;CPPS self-adaptation;Industry 4.0;cyber physical production systems protection;cloud computing;industrial processes;fourth industrial revolution;financial loss;cyber-threats","","","19","","","","","IEEE","IEEE Conferences"
"Fast fire flame detection on videos using AdaBoost and parallel processing","A. Filonenko; K. Jo","Graduate School of Electrical Engineering, University of Ulsan, Ulsan, Republic of Korea; Graduate School of Electrical Engineering, University of Ulsan, Ulsan, Republic of Korea","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","645","650","We propose a method for fire flame detection that is suitable for modern surveillance systems. The algorithm performs automatic detection of flames and does not require adjusting its parameters. All color and shape features are calculated using integral images allowing changing search windows without increasing processing time drastically. The processing time is kept low via a combination of parallel processing on cores of the central processing unit and graphics processing unit. Detection does not rely on background subtraction; thus, it can resist camera jitter and rotation. The method was tested on a standard fire dataset. Experimental results confirm the reliability of the method and fast processing of 1920×1080 video sequences at 10 fps.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390782","","Image color analysis;Graphics processing units;Cameras;Instruction sets;Fires;Videos;Feature extraction","graphics processing units;image colour analysis;image sequences;learning (artificial intelligence);microprocessor chips;object detection;parallel processing;shape recognition;video signal processing;video surveillance","AdaBoost;parallel processing;automatic detection;shape features;central processing unit;fire flame detection;surveillance systems;color features;video sequences;graphics processing unit","","","14","","","","","IEEE","IEEE Conferences"
"Visual analysis of CAN bus traffic injection using radial bar charts","M. Kolomeets; A. Chechulin; I. Kotenko","St. Petersburg Institute for Informatics and Automation of Russian Academy of Sciences (SPIIRAS), St. Petersburg National Research University of Information Technologies, Mechanics and Optics, (ITMO University), St. Petersburg, Russia; St. Petersburg Institute for Informatics and Automation of Russian Academy of Sciences (SPIIRAS), St. Petersburg National Research University of Information Technologies, Mechanics and Optics, (ITMO University), St. Petersburg, Russia; St. Petersburg Institute for Informatics and Automation of Russian Academy of Sciences (SPIIRAS), St. Petersburg National Research University of Information Technologies, Mechanics and Optics, (ITMO University), St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","841","846","The CAN bus protocol is used in modern vehicles to control dozens of devices. It is simple enough, but this protocol lacks security mechanisms, and that is one of the main reasons that the entire vehicle is vulnerable for different cyber-physical attacks. Therefore, the detection and counteraction against such attacks on the CAN bus protocol is an important task. In the paper, we present an approach for visual analysis of the CAN bus protocol traffic dumps, which is based on visualization of traffic timeline segments by using radial bar charts. Experiments for visualization of traffic dumps are presented. The advantages of the proposed approach are simplicity and clarity in determining attacks. The proposed model allows displaying a large amount of detailed information for a long-time period at one time and on one screen.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390816","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390816","can bus;visual analysis;radial bar charts;traffic visualization;security of vehicles;CPS security","Data visualization;Payloads;Protocols;Visualization;Bars;Automobiles;Security","bar charts;computer network security;control engineering computing;controller area networks","visual analysis;CAN bus traffic injection;radial bar charts;CAN bus protocol traffic dumps;traffic timeline segments;cyber-physical attacks","","","19","","","","","IEEE","IEEE Conferences"
"Robust output control for nonlinear MIMO plants using modified backstepping algorithm","S. Vrazhevsky; I. Furtat; A. Kremlev","Department of Computer Science and Control Systems, ITMO University, St. Petersburg, Russia; Department of Control of Complex Systems, Laboratory «Control of Complex Systems», ITMO University, Institute of Problems of Mechanical Engineering, Russian Academy of Sciences (IPME RAS), St. Petersburg, Russia; Department of Computer Science and Control Systems, ITMO University, St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","187","192","The article deals with a robust modification of backstepping algorithm to provide a control for a class of nonlinear multiple-input multiple-output systems with unknown bounded disturbances presence. Plant model is assumed to be decomposable into a finite set of single-input single-output subsystems with cross-reactions. The modification is based on the auxiliary loop technique allowed to disturbance identification and compensation. The efficiency of the control system is demonstrated via computer modeling results. Stability of the closed-loop system with required accuracy is proved.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387657","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387657","backstepping;auxiliary loop;nonlinear systems;robust control;disturbance compensation;output control","Backstepping;Control systems;Mathematical model;Robustness;MIMO communication;Nonlinear systems;Robust control","closed loop systems;control nonlinearities;control system synthesis;MIMO systems;nonlinear control systems;robust control;single-input single-output systems (control);uncertain systems","cross-reactions;auxiliary loop technique;disturbance identification;computer modeling results;closed-loop system;robust output control;nonlinear MIMO plants;backstepping algorithm;robust modification;finite set;disturbance compensation;nonlinear multiple-input multiple-output systems;unknown bounded disturbances;single-input single-output subsystems;control system efficiency","","","27","","","","","IEEE","IEEE Conferences"
"A battery-free non-intrusive power meter for low-cost energy monitoring","G. Dalpiaz; A. Longo; M. Nardello; R. Passerone; D. Brunello","Dept. of Information Engineering and Computer Science, University of Trento, Trento, Italy; Dept. of Information Engineering and Computer Science, University of Trento, Trento, Italy; Dept. of Industrial Engineering, University of Trento, Trento, Italy; Dept. of Information Engineering and Computer Science, University of Trento, Trento, Italy; Dept. of Industrial Engineering, University of Trento, Trento, Italy","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","653","658","As highlighted by the Intergovernmental Panel for Climate Change (IPCC), providing clean, reliable and affordable energy for people everywhere will require the reduction of gas emission in the energy domain by 90%, compared to 2010 emissions, between the years 2040 and 2070. In addition, to a change in choices, preferences and behavior of individuals and households in energy demand and consumption, to achieve a successful transition to a more sustainable energy system, the adoption of new metering solutions to foster a wide range of sustainable actions by diverse people across the globe will be required. In this paper, we discuss the development of an ultra-low-power energy meter exploiting a single current transformer (CT) sensor for harvesting energy from the same load under monitoring. Starting from the hypothesis that the node activation rate increases monotonically with the primary load draw, and assuming that the node consumes fixed energy quanta during each activation, it is possible to infer the load power from the interval between activations. With this approach, we can provide a device that lowers maintenance cost related to installation and battery replacement; does not need to deal with high main voltage; and does not introduce any additional energy consumption overhead as it draws zero-power under zero-load condition. Energy budget is guaranteed also thanks to the use of a LoRa radio for data transmission.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390784","","Monitoring;Meters;Current transformers;Capacitors;Batteries;Power demand;Energy consumption","current transformers;electric current measurement;energy consumption;energy harvesting;energy measurement;power meters;reliability;sensors;sustainable development","sustainable energy system;single current transformer sensor;energy consumption;battery-free nonintrusive power meter;energy monitoring;IPCC;Intergovernmental Panel for Climate Change;reliability;gas emission reduction;ultralow-power energy meter;node activation rate;CT;energy harvesting;LoRa radio;data transmission","","1","19","","","","","IEEE","IEEE Conferences"
"Versatile Gripper as Key Part For Smart Factory","I. I. Borisov; O. I. Borisov; V. S. Gromov; S. M. Vlasov; S. A. Kolyubin","ITMO University, 49 Kronverksky Pr., St. Petersburg, 197101 Russia; ITMO University, 49 Kronverksky Pr., St. Petersburg, 197101 Russia; ITMO University, 49 Kronverksky Pr., St. Petersburg, 197101 Russia; ITMO University, 49 Kronverksky Pr., St. Petersburg, 197101 Russia; ITMO University, 49 Kronverksky Pr., St. Petersburg, 197101 Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","476","481","This paper discuss about physical resources level of the smart factory, which represent a system of intelligent units combined together to perform multiple tasks. A reconfigurable manufacturing unit consist of cluster different intelligent devices such as mobile platform with robotmanipulator equipped with a universal grasping device. Since physical resources level is a base of the smart factory, special attention must be paid to developing a versatile gripper which would help to ensure fast reconfiguration and adaptation, and reduce manual intervention in workshop. In order to provide such achievements, a concept of the versatile gripper to grasp objects with different physical parameters such as sizes, shapes, materials and firmness through using different modes to perform both precision and power grasps is presented in this paper. The ability of the gripper to perform different types of a grasp allows to implement highly automated smart factory. The concept of a reconfigurable manufacturing unit, the design of the gripper finger mechanism, and first results of simulation and experiments are presented.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390751","Gripper;Manufacturing;Production facilities;Cyber-Physical Systems;Industrial Internet of Things;Smart Factor","","cyber-physical systems;design engineering;dexterous manipulators;grippers;intelligent manufacturing systems;production engineering computing;production facilities","versatile gripper;physical resources level;intelligent units;reconfigurable manufacturing unit;cluster different intelligent devices;universal grasping device;power grasps;mobile platform;robotmanipulator;automated smart factory;gripper finger mechanism design","","1","30","","","","","IEEE","IEEE Conferences"
"Self-healing by property-guided structural adaptation","D. Ratasich; T. Preindl; K. Selyunin; R. Grosu","Technische Universität Wien, Vienna, Austria; Technische Universität Wien, Vienna, Austria; Technische Universität Wien, Vienna, Austria; Technische Universität Wien, Vienna, Austria","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","199","205","Self-healing is an increasingly popular approach ensuring resiliency, that is, a proper adaptation to failures, in cyber-physical systems (CPS). A very promising way of achieving self-healing is through structural adaptation (SHSA), by replacing a failed component with a substitute component. We present a knowledge base modeling relations among system variables given that certain implicit redundancy exists in the system and show how to extract a substitute from that knowledge base using guided search. The result of our search, i.e., the substitute, is optimal w.r.t. a user-defined utility function considering properties of the system variables (e.g., accuracy). We demonstrate our approach - Self-Healing by Property-Guided Structural Adaptation (SH-PGSA) - by deploying it in a real-world CPS prototype of a rover whose sensors are susceptible to failure. We further show the increased runtime performance to find the optimal substitute by comparing it to related work.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387659","","Knowledge based systems;Sensors;Adaptation models;Runtime;Automobiles;Redundancy;Software","cyber-physical systems;fault tolerant control;knowledge based systems;mobile robots;redundancy","guided search;cyber-physical systems;knowledge base;CPS;self-healing by property-guided structural adaptation;SHSA;user-defined utility function;SH-PGSA;rover","","1","21","","","","","IEEE","IEEE Conferences"
"Wireless power transfer to the sensors integrated in a wall","A. Filimonov; A. Somov","Skolkovo Institute of Science and Technology, Moscow, Russia; Skolkovo Institute of Science and Technology, Moscow, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","664","669","Earthquakes have not been studied as yet for ensuring their accurate forecasting. Among other approaches ubiquitous sensing can be applied for further data collection, processing and forecasting. In this paper, we present a wireless power transfer system for supplying a seismic activity sensor designed for placement in isolation. The system is enabled by a battery power supply and is characterized by compact size. Experiments have been made to transfer energy through materials used in the construction of buildings. The results of the efficiency of energy transfer at different positions of flat inductors without shielding are presented.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390786","wireless power transfer;sensor;seismic activity;coil;efficiency","Sensors;Wireless power transfer;Earthquakes;Wireless sensor networks;Electromagnetic induction;Energy exchange;Couplings","condition monitoring;construction industry;earthquake engineering;inductive power transmission;inductors;seismology;walls;wireless sensor networks","wireless power transfer system;seismic activity sensor;battery power supply;energy transfer efficiency;ubiquitous sensing;earthquakes forecasting;wall;flat inductors;building construction","","","26","","","","","IEEE","IEEE Conferences"
"Design of a multi-sided platform supporting CPS deployment in the automation market","G. Landolfi; A. Barni; S. Menato; F. A. Cavadini; D. Rovere; G. Dal Maso","University of Applied Sciences and Arts of Southern Switzerland, Manno, Switzerland; University of Applied Sciences and Arts of Southern Switzerland, Manno, Switzerland; University of Applied Sciences and Arts of Southern Switzerland, Manno, Switzerland; Synesis s.c.a.r.l., Lomazzo, Italy; TTS - Technology Transfer System S. r. l., Milano, Italy; TTS - Technology Transfer System S. r. l., Milano, Italy","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","684","689","CPS technologies are already mature at European level, but adoption in small & middle enterprises is constrained by a still emerging value chain and by the challenging transformation of manufacturing processes that their deployment in a manufacturing system requires. As a matter of fact, the CPS growing market potential is scarcely supported by tools able to sustain the solid ecosystem required for a relevant market uptake. This issue becomes even more constraining the moment the concept of CPS is extended and aggregated to propose cyber-physical machines and manufacturing systems, where the complexity of the controlling intelligence and of the digital counterpart explodes. This paper aims at describing how the design and implementation of a multi-sided platform (MSP) for CPS deployment within the automation sector can provide the technological background to incentivize their adoption. In fact, the market needs an economic support to accelerate the transition towards new paradigms for the development of the software components of a mechatronic system. Developing an infrastructure on the top of which the CPS value chain can be instantiated and orchestrated, we provide the technical means to incentivize the creation of such an ecosystem able to support SMEs in their transition towards Industry 4.0.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390790","Multi-sided platform;Factory automation;IEC 61499;Digital Twin;Business model for multi-sided platform","Automation;Mechatronics;Industries;Manufacturing;Software;Business;IEC Standards","cyber-physical systems;manufacturing systems;mechatronics;production engineering computing;small-to-medium enterprises","economic support;mechatronic system;CPS value chain;multisided platform;automation market;middle enterprises;manufacturing system;CPS growing market potential;solid ecosystem;cyber-physical machines;MSP","","","22","","","","","IEEE","IEEE Conferences"
"BCl3 plasma treatment effect on ohmic contact resistance in GaN-based high electron mobility transistors","A. A. Kobelev; A. S. Smirnov; Y. V. Barsukov; N. A. Andrianov","Saint-Petersburg State Polytechnical University, Saint-Petersburg, Russia 195251, Polytekhnicheskaya street, 29; Saint-Petersburg State Polytechnical University, Saint-Petersburg, Russia 195251, Polytekhnicheskaya street, 29; Coddan Technologies LLC, Saint-Petersburg, Russia 197342, Beloostrovskaya street, 22; Svetlana-Rost JSC, Saint-Petersburg, Russia 194156, Engels ave., 27","2014 Tenth International Vacuum Electron Sources Conference (IVESC)","","2014","","","1","2","In present work chemical model describing mechanism of GaN etching and mechanism of Ga-rich layer formation in process of BCl<sub>3</sub> plasma treatment of GaN surface is proposed and included to plasma simulation of this process. Numerical results are compared with experimentally measured dependence of ohmic contact resistance on the ICP parameters used in simulation.","","978-1-4799-5772-9978-1-4799-5770","10.1109/IVESC.2014.6892008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6892008","","Plasmas;Gallium nitride;Ohmic contacts;Resistance;Iterative closest point algorithm;Etching","boron compounds;contact resistance;gallium compounds;high electron mobility transistors;III-V semiconductors;ohmic contacts;plasma materials processing;sputter etching;wide band gap semiconductors","plasma treatment effect;ohmic contact resistance;high electron mobility transistors;chemical model;semiconductor device etching;plasma simulation;inductively coupled plasma;BCl3;GaN","","","4","","","","","IEEE","IEEE Conferences"
"ICPS 2018 committees","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","5","6","Provides a listing of current committee members and society officers.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387626","","","","","","","","","","","","IEEE","IEEE Conferences"
"Applications of energy harvesting to ICPS","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","651","652","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390783","","","","","","","","","","","","IEEE","IEEE Conferences"
"Open and interoperable techologies for design and operation of decentralized ICPS","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","670","672","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390787","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390787","","","","","","","","","","","","IEEE","IEEE Conferences"
"Education and social aspects","","","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","488","490","Start of the above-titled section of the conference proceedings record.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390753","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390753","","","","","","","","","","","","IEEE","IEEE Conferences"
