"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"HARK-Bird-Box: A Portable Real-time Bird Song Scene Analysis System","R. Kojima; O. Sugiyama; K. Hoshiba; R. Suzuki; K. Nakadai","Department of Biomedical Data Intelligence, Graduate School of Medicine, Kyoto University, Kyoto, Japan; Preemptive Medicine & Lifestyle-Related Disease Research Center, Kyoto University Hospital, Kyoto, Japan; Department of Systems and Control Engineering, School of Engineering, Tokyo Institute of Technology, Tokyo, Japan; Graduate School of Information Science, Nagoya University, Aichi, Japan; Department of Systems and Control Engineering, School of Engineering, Tokyo Institute of Technology, Tokyo, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","2497","2502","This paper addresses real-time bird song scene analysis. Observation of animal behavior such as communication of wild birds would be aided by a portable device implementing a real-time system that can localize sound sources, measure their timing, classify their sources, and visualize these factors of sources. The difficulty of such a system is an integration of these functions considering the real-time requirement. To realize such a system, we propose a cascaded approach, cascading sound source detection, localization, separation, feature extraction, classification, and visualization for bird song analysis. Our system is constructed by combining an open source software for robot audition called HARK and a deep learning library to implement a bird song classifier based on a convolutional neural network (CNN). Considering portability, we implemented this system on a single-board computer, Jetson TX2, with a microphone array and developed a prototype device for bird song scene analysis. A preliminary experiment confirms a computational time for the whole system to realize a real-time system. Also, an additional experiment with a bird song dataset revealed a trade-off relationship between classification accuracy and time consuming and the effectiveness of our classifier.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594070","bird song scene analysis;robot audition;scene understanding;real-time system","Birds;Real-time systems;Microphone arrays;Source separation;Feature extraction;Image analysis","acoustic signal processing;feature extraction;learning (artificial intelligence);microphone arrays;neural nets;public domain software;robots;zoology","wild birds;portable device;sound sources;real-time requirement;sound source detection;bird song analysis;open source software;bird song classifier;portability;computational time;bird song dataset;classification accuracy;HARK-bird-box;real-time bird song scene analysis system","","","18","","","","","IEEE","IEEE Conferences"
"Deep Multi-Sensor Lane Detection","M. Bai; G. Mattyus; N. Homayounfar; S. Wang; S. K. Lakshmikanth; R. Urtasun","Uber Advanced Technologies Group; Uber Advanced Technologies Group; Uber Advanced Technologies Group; Uber Advanced Technologies Group; Uber Advanced Technologies Group; Uber Advanced Technologies Group","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","3102","3109","Reliable and accurate lane detection has been a long-standing problem in the field of autonomous driving. In recent years, many approaches have been developed that use images (or videos) as input and reason in image space. In this paper we argue that accurate image estimates do not translate to precise 3D lane boundaries, which are the input required by modern motion planning algorithms. To address this issue, we propose a novel deep neural network that takes advantage of both LiDAR and camera sensors and produces very accurate estimates directly in 3D space. We demonstrate the performance of our approach on both highways and in cities, and show very accurate estimates in complex scenarios such as heavy traffic (which produces occlusion), fork, merges and intersections.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594388","","Cameras;Three-dimensional displays;Laser radar;Sensors;Roads;Task analysis;Reliability","driver information systems;image sensors;neural nets;object detection;optical radar;road traffic","multisensor lane detection;reliable lane detection;accurate lane detection;long-standing problem;autonomous driving;image space;accurate image estimates;precise 3D lane boundaries;modern motion planning algorithms;deep neural network;camera sensors;accurate estimates;LiDAR","","","25","","","","","IEEE","IEEE Conferences"
"Diversity in Pedestrian Safety for Industrial Environments Using 3D Lidar Sensors and Neural Networks*Research supported by the New Zealand Ministry for Business Innovation and Employment (MBIE) on contract UOAX1414.","J. Bell; B. A. MacDonald; H. SeokAhn","University of Auckland, Department of Electrical and Computer Engineering, New Zealand; University of Auckland, Department of Electrical and Computer Engineering, New Zealand; University of Auckland, Department of Electrical and Computer Engineering, New Zealand","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7743","7749","The motivation of the work presented here is to create a component of a safety system based on 3D lidar sensors, specifically for industrial environments where some rules can be set for people who will be in close proximity to working robots. Specifically, the operating procedure that is put in place in the workplace is that all people must wear the provided high visibility clothing, which has retro-reflective strips attached. It is shown here that the retro-reflective strips provide a strong cue for pedestrian detection in the intensity data from a lidar sensor within a range of 4 metres. We present and compare multiple methods of exploiting this cue and provide a recommendation for how a safety system should be architected in order to best exploit the lidar intensity data in combination with more common approaches for detection of objects from the lidar range data. Amongst these detection methods is the use of neural networks, which present challenges for key components of standardized safety system development-in particular, for programming methodology control, interpretability of testing and diagnostic coverage. We propose methods for how to start to address these challenges and how to integrate neural networks into safety systems.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593835","","Laser radar;Safety;Sensors;Neural networks;Three-dimensional displays;Clothing;Strips","neural nets;object detection;optical radar;pedestrians;road safety","high visibility clothing;neural networksresearch;detection methods;lidar range data;lidar intensity data;lidar sensor;pedestrian detection;strong cue;retro-reflective strips;contract UOAX1414;business innovation;new zealand ministry;3D lidar sensors;industrial environments;pedestrian safety","","","26","","","","","IEEE","IEEE Conferences"
"Robust Continuous System Integration for Critical Deep-Sea Robot Operations Using Knowledge-Enabled Simulation in the Loop","C. A. Mueller; T. Doernbach; A. G. Chavez; D. Köhntopp; A. Birk","Computer Science & Electrical Engineering, Jacobs University Bremen, Robotics Group, Germany; Computer Science & Electrical Engineering, Jacobs University Bremen, Robotics Group, Germany; Computer Science & Electrical Engineering, Jacobs University Bremen, Robotics Group, Germany; Computer Science & Electrical Engineering, Jacobs University Bremen, Robotics Group, Germany; Computer Science & Electrical Engineering, Jacobs University Bremen, Robotics Group, Germany","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1892","1899","Deep-sea robot operations demand a high level of safety, efficiency and reliability. As a consequence, measures within the development stage have to be implemented to extensively evaluate and benchmark system components ranging from data acquisition, perception and localization to control. We present an approach based on high-fidelity simulation that embeds spatial and environmental conditions from recorded real-world data. This simulation in the loop (SIL) methodology allows for mitigating the discrepancy between simulation and real-world conditions, e.g. regarding sensor noise. As a result, this work provides a platform to thoroughly investigate and benchmark behaviors of system components concurrently under real and simulated conditions. The conducted evaluation shows the benefit of the proposed work in tasks related to perception and self-localization under changing spatial and environmental conditions.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594392","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594392","","Task analysis;Robot sensing systems;Data models;Benchmark testing;Continuous time systems","autonomous underwater vehicles;data acquisition;marine safety;mobile robots","perception;robust continuous system integration;critical deep-sea robot operations;knowledge-enabled simulation;reliability;self-localization;system components;safety;simulation in the loop methodology;SIL methodology","","","26","","","","","IEEE","IEEE Conferences"
"Automatic Extrinsic Calibration of a Camera and a 3D LiDAR Using Line and Plane Correspondences","L. Zhou; Z. Li; M. Kaess","Carnegie Mellon University, Robotics Institute, Pittsburgh, PA, 15213, USA; Carnegie Mellon University, Robotics Institute, Pittsburgh, PA, 15213, USA; Carnegie Mellon University, Robotics Institute, Pittsburgh, PA, 15213, USA","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","5562","5569","In this paper, we address the problem of extrinsic calibration of a camera and a 3D Light Detection and Ranging (LiDAR) sensor using a checkerboard. Unlike previous works which require at least three checkerboard poses, our algorithm reduces the minimal number of poses to one by combining 3D line and plane correspondences. Besides, we prove that parallel planar targets with parallel boundaries provide the same constraints in our algorithm. This allows us to place the checkerboard close to the LiDAR so that the laser points better approximate the target boundary without loss of generality. Moreover, we present an algorithm to estimate the similarity transformation between the LiDAR and the camera for the applications where only the correspondences between laser points and pixels are concerned. Using a similarity transformation can simplify the calibration process since the physical size of the checkerboard is not needed. Meanwhile, estimating the scale can yield a more accurate result due to the inevitable measurement errors of the checkerboard size and the LiDAR intrinsic scale factor that transforms the LiDAR measurement to the metric measurement. Our algorithm is validated through simulations and experiments. Compared to the plane-only algorithms, our algorithm can obtain more accurate result by fewer number of poses. This is beneficial to the large-scale commercial application.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593660","","Cameras;Laser radar;Calibration;Three-dimensional displays;Lasers;Robot vision systems;Approximation algorithms","calibration;cameras;measurement errors;optical radar;optical sensors","checkerboard;3D light detection and ranging sensor;3D line correspondences;3D plane correspondences;measurement errors;plane-only algorithms;LiDAR measurement;LiDAR intrinsic scale factor;calibration process;laser points;parallel planar targets;automatic extrinsic calibration","","","39","","","","","IEEE","IEEE Conferences"
"Natural Dynamics Exploitation of Dynamic Soaring: Towards Bio-Inspired and Energy Efficient Flying Locomotion","M. Nekoui; J. Khaghani; R. Nasiri; M. N. Ahmadabadi","Control and Intelligent Processing Center of Excellence (CIPCE), School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Cognitive Systems Laboratory, Iran; Control and Intelligent Processing Center of Excellence (CIPCE), School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Cognitive Systems Laboratory, Iran; Control and Intelligent Processing Center of Excellence (CIPCE), School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Cognitive Systems Laboratory, Iran; Control and Intelligent Processing Center of Excellence (CIPCE), School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Cognitive Systems Laboratory, Iran","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","8171","8176","Albatross has an energy efficient flying pattern (dynamic soaring) among seabirds. This interesting point encourages us to exploit its flying natural dynamics so as to control the flying robots on energy efficient and robust gaits. In doing so, we study the albatross dynamic soaring from analytical and biological perspectives and realize that to generate the dynamic soaring instead of trajectory control, the mechanical energy should be regulated. Accordingly, the control objective is set to mechanical energy regulation, and the bank angle and lift coefficient are computed to satisfy this objective. The presented method is simulated on a standard albatross model and generates two different types of dynamic soaring; O-shaped and a-shaped patterns. In addition, by means of simulations, it is investigated that the presented method is robust in face of variations in initial conditions and unexpected disturbances in the environment's model; i.e., they cannot disturb the stability and cyclic behavior of the system. Moreover, the simulation results are compared with pieces of natural evidence from albatross and interesting similarities are observed.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594137","Bio-inspired locomotion;Energy efficiency;Natural dynamics exploitation;Dynamic soaring;Cyclic tasks","Mechanical energy;Aerodynamics;Trajectory;Mathematical model;Birds;Robots","biomimetics;energy conservation;gait analysis;legged locomotion;motion control;robot dynamics;robust control;trajectory control","energy efficient flying locomotion;flying robots;robust gaits;albatross dynamic soaring;biological perspectives;trajectory control;mechanical energy regulation;bio-inspired locomotion;seabirds;stability","","","24","","","","","IEEE","IEEE Conferences"
"Drone Detection Using Depth Maps","A. Carrio; S. Vemprala; A. Ripoll; S. Saripalli; P. Campoy","Computer Vision & Aerial Robotics Group, Universidad Politecnica de Madrid (UPM-CSIC), Madrid, 28003, Spain; Department of Mechanical Engineering, Texas A&M University, College Station, TX, 77843, USA; Computer Vision & Aerial Robotics Group, Universidad Politecnica de Madrid (UPM-CSIC), Madrid, 28003, Spain; Department of Mechanical Engineering, Texas A&M University, College Station, TX, 77843, USA; Computer Vision & Aerial Robotics Group, Universidad Politecnica de Madrid (UPM-CSIC), Madrid, 28003, Spain","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1034","1037","Obstacle avoidance is a key feature for safe Unmanned Aerial Vehicle (UAV) navigation. While solutions have been proposed for static obstacle avoidance, systems enabling avoidance of dynamic objects, such as drones, are hard to implement due to the detection range and field-of-view (FOV) requirements, as well as the constraints for integrating such systems on-board small UAVs. In this work, a dataset of 6k synthetic depth maps of drones has been generated and used to train a state-of-the-art deep learning-based drone detection model. While many sensing technologies can only provide relative altitude and azimuth of an obstacle, our depth map-based approach enables full 3D localization of the obstacle. This is extremely useful for collision avoidance, as 3D localization of detected drones is key to perform efficient collision-free path planning. The proposed detection technique has been validated in several real depth map sequences, with multiple types of drones flying at up to 2 m/s, achieving an average precision of 98.7 %, an average recall of 74.7 % and a record detection range of 9.5 meters.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593405","","Drones;Cameras;Three-dimensional displays;Atmospheric modeling;Sensors;Neural networks;Two dimensional displays","autonomous aerial vehicles;collision avoidance;image sensors;learning (artificial intelligence);mobile robots;object detection","static obstacle avoidance;dynamic objects;field-of-view requirements;on-board small UAVs;relative altitude;azimuth;depth map-based approach;collision avoidance;depth map sequences;unmanned aerial vehicle navigation;collision-free path planning;FOV;deep learning-based drone detection model;sensing technologies;3D localization","","","20","","","","","IEEE","IEEE Conferences"
"Five-Fingered Hand with Wide Range of Thumb Using Combination of Machined Springs and Variable Stiffness Joints","S. Makino; K. Kawaharazuka; A. Fujii; M. Kawamura; T. Makabe; M. Onitsuka; Y. Asano; K. Okada; K. Kawasaki; M. Inaba","Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","4562","4567","Human hands can not only grasp objects of various shape and size and manipulate them in hands but also exert such a large gripping force that they can support the body in the situations such as dangling a bar and climbing a ladder. On the other hand, it is difficult for most robot hands to manage both. Therefore in this paper we developed the hand which can grasp various objects and exert large gripping force. To develop such hand, we focused on the thumb CM joint with wide range of motion and the MP joints of four fingers with the DOF of abduction and adduction. Based on the hand with large gripping force and flexibility using machined spring, we applied above mentioned joint mechanism to the hand. The thumb CM joint has wide range of motion because of the combination of three machined springs and MP joints of four fingers have variable rigidity mechanism instead of driving each joint independently in order to move joint in limited space and by limited actuators. Using the developed hand, we achieved the grasping of various objects, supporting a large load and several motions with an arm.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594316","","Springs;Joints;Thumb;Muscles;Actuators;Force;Wires","actuators;biomechanics;dexterous manipulators;shear modulus;springs (mechanical)","grasping;fingered hand;machined spring;variable stiffness;human hands;gripping force;robot hands;thumb CM joint;MP joints;fingers;variable rigidity mechanism;joint mechanism","","","13","","","","","IEEE","IEEE Conferences"
"Social Coordination for Looking-Together Situations","S. Akita; S. Satake; M. Shiomi; M. Imai; T. Kanda","ATR, Kyoto, Japan; ATR, Kyoto, Japan; ATR, Kyoto, Japan; ATR, Kyoto, Japan; ATR, Kyoto, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","834","841","People engage in social coordination without explicitly communicating when they are conflicting over spatial resources, e.g., a shop clerk who yields to customers the best place to view products. In this study, we proposed a method that achieves such social coordination with a robot. Our idea is that the social coordination between two agents can be represented as utility-maximizing behavior for joint utility rather than just by a single agent utility. That is, given that each agent's reasonable behavior can be represented as utility-maximizing behavior for single agent utility, we model each agent's plans for himself as well as for the partner agent. Moreover, superiority relationships exist in this joint-utility computation. Since each agent knows such superiority relationships, social coordination can be modeled as utility-yielding behavior based on informed superiority. We specifically focus on looking-together situations for which we developed a utility model. With simulations, we investigate whether the above joint-utility-based modeling successfully reproduces social coordination in looking-together situations. We conducted an experiment in a situation where a tele-operated robot and a customer together look at products in a shop environment. Our experimental results show that our proposed method enables the robot to socially coordinate spatial resources, yielding significantly more thoughtful, less-self-centered, and appropriate impressions than the alternate robot.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594141","","Robot kinematics;Wheelchairs;Legged locomotion;Computational modeling;Human-robot interaction","telerobotics","social coordination;looking-together situations;utility-maximizing behavior;joint utility;joint-utility computation;utility-yielding behavior;utility model;teleoperated robot","","","31","","","","","IEEE","IEEE Conferences"
"Dual-Arm Relative Tasks Performance Using Sparse Kinematic Control","S. Tarbouriech; B. Navarro; P. Fraisse; A. Crosnier; A. Cherubini; D. Sallé","CNRS, LIRMM, Université de Montpellier, Montpellier, France; CNRS, LIRMM, Université de Montpellier, Montpellier, France; CNRS, LIRMM, Université de Montpellier, Montpellier, France; CNRS, LIRMM, Université de Montpellier, Montpellier, France; CNRS, LIRMM, Université de Montpellier, Montpellier, France; Industry and Transport Division, Tecnalia Research and Innovation","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","6003","6009","To make production lines more flexible, dual-arm robots are good candidates to be deployed in autonomous assembly units. In this paper, we propose a sparse kinematic control strategy, that minimizes the number of joints actuated for a coordinated task between two arms. The control strategy is based on a hierarchical sparse QP architecture. We present experimental results that highlight the capability of this architecture to produce sparser motions (for an assembly task) than those obtained with standard controllers.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594320","","Task analysis;Kinematics;Robot kinematics;Jacobian matrices;Manipulators;Aerospace electronics","manipulator kinematics;mobile robots;robotic assembly","dual-arm relative tasks performance;standard controllers;hierarchical sparse QP architecture;coordinated task;sparse kinematic control strategy;autonomous assembly units;dual-arm robots;production lines","","","28","","","","","IEEE","IEEE Conferences"
"Utility Model Re-description within a Motivational System for Cognitive Robotics","A. Romero; F. Bellas; A. Prieto; R. J. Duro","EPS, University of A Coruna, Integrated Group for Engineering Research, Campus de Esteiro, 15043, Spain; EPS, University of A Coruna, Integrated Group for Engineering Research, Campus de Esteiro, 15043, Spain; EPS, University of A Coruna, Integrated Group for Engineering Research, Campus de Esteiro, 15043, Spain; EPS, University of A Coruna, Integrated Group for Engineering Research, Campus de Esteiro, 15043, Spain","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","2324","2329","This paper describes a re-descriptive approach to the efficient acquisition of ever higher level and more precise utility models within the motivational system (MotivEn) of a cognitive architecture. The approach is based on a two-step process whereby, as a first step, simple imprecise sensor correlation related utility models are obtained from the interaction traces of the robot. These utility models allow the robot to increase the frequency of achieving goals, and thus, provide lots of traces that can be used to try to train precise value functions implemented as artificial neural networks. The approach is tested experimentally on a real robotic setup that involves the coordination of two robots.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593799","","Robot sensing systems;Cognitive systems;Robot kinematics;Space exploration;Instruments;Drives","cognition;intelligent robots;learning (artificial intelligence)","motivational system;cognitive architecture;interaction traces;robotic setup;cognitive robotics;value functions;redescriptive approach;utility model redescription;precise utility models;MotivEn model;robot coordination","","","17","","","","","IEEE","IEEE Conferences"
"Close Coordination of Mobile Robots Using Radio Beacons: A New Concept Aimed at Smart Spraying in Agriculture","T. Tourrette; M. Deremetz; O. Naud; R. Lenain; J. Laneurit; V. De Rudnicki","TSCF Unit, Irstea, Aubiere, 9 avenue Blaise Pascal CS 20085, 63172, France; TSCF Unit, Irstea, Aubiere, 9 avenue Blaise Pascal CS 20085, 63172, France; ITAP, Montpellier SupAgro, Univ Montpellier, Irstea, France; TSCF Unit, Irstea, Aubiere, 9 avenue Blaise Pascal CS 20085, 63172, France; TSCF Unit, Irstea, Aubiere, 9 avenue Blaise Pascal CS 20085, 63172, France; ITAP, Montpellier SupAgro, Univ Montpellier, Irstea, France","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7727","7734","Many agricultural tasks are known to be dangerous for human operators, the environment, and human health in general. The increasing pressure both on safety and on production levels motivates the development of new methodologies and technologies. The rising of off-road mobile robots for agricultural application appears to be a promising contribution to required innovations. It both permits to limit the exposure of people to hazardous products and to achieve difficult and repetitive tasks. Nevertheless, to be fully efficient, autonomous robots have to ensure a high level of accuracy, while carrying potentially heavy tools, possibly in harsh conditions. It is especially the case of spraying, for which accuracy is a key challenge for reducing environmental impacts. The use of huge robots for spraying might seem to be a straightforward solution, by simply automating existing machines. Nevertheless, a simple automation does not reduce directly the environmental impact of human activities (soil compaction, energy, reduction of the use of chemical products). Moreover, huge machines are not necessarily an advantage when considering safety aspects (rollover risk and maneuverability). As a result, a solution based on the cooperation of at least two mobile robots, moving from either side of a vine row, is investigated in this paper thanks to Ultra Wide Band (UWB) technology.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593978","","Mobile robots;Robot kinematics;Robot sensing systems;Spraying;Agriculture","agricultural safety;agriculture;environmental factors;hazardous materials;mobile robots;off-road vehicles;soil;spraying;ultra wideband technology","UWB;Ultra Wide Band technology;soil compaction;safety aspects;chemical products;human activities;environmental impact;autonomous robots;hazardous products;agricultural application;off-road mobile robots;production levels;human health;human operators;smart spraying;radio beacons","","","17","","","","","IEEE","IEEE Conferences"
"Vision-Based State Estimation and Trajectory Tracking Control of Car-Like Mobile Robots with Wheel Skidding and Slipping","S. Zhou; Z. Miao; Z. Liu; H. Zhao; H. Wang; H. Chen; Y. Liu","Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR; Dept. of Mechanical and Automation Engg., The Chinese University of Hong Kong, HKSAR","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","4270","4275","Most existing trajectory tracking controllers are based on non-skidding and non-slipping assumptions, also assume that full states are accessible, which is unrealistic for real-world applications due to tire-road interaction. This paper presents a novel vision-based approach to achieve high performance tracking control of a Car-Like Mobile Robot (CLMR) with wheel skidding and slippage. A visual estimation algorithm is proposed to provide reliable position, velocity, skidding and slipping information to close the control loop. The stability of the proposed system can be guaranteed by Lyapunov method since the position tracking error and the estimation error converge to zero simultaneously. Simulation is made to validate the effectiveness of the developed controller in the presence of skidding and slipping with online visual estimator.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593982","","Mobile robots;Wheels;Perturbation methods;Visualization;Estimation;Trajectory tracking","automobiles;control system synthesis;estimation theory;Lyapunov methods;mobile robots;motion control;robot vision;stability;state estimation;trajectory control;wheels","car-like mobile robots;wheel slipping;Lyapunov method;system stability;visual estimation algorithm;vision-based approach;wheel skidding;trajectory tracking control;vision-based state estimation","","","14","","","","","IEEE","IEEE Conferences"
"Trait-based Culture and its Organization: Developing a Culture Enabler for Artificial Agents","S. Borgol; E. Blanzieri","Stefano Borgo is with Laboratory for Applied Ontology (LOA), Institute of Cognitive Sciences and Technologies CNR, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Italy","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","333","338","Artificial agents might not understand human interests and actions if these agents cannot anticipate how a person understands a situation and, based on this, what could be his/her expectations. In many cases, understanding, expectations and behaviors are constrained, if not driven, by culture. Can we provide human culture to an artificial agent? Can we provide formal representations of different cultures? In this paper we discuss the (elusive) notion of culture and propose an approach based on the notion of trait which, we argue, allows building formal modules suitable to represent culture (broadly understood). We distinguish the trait types (knowledge, rule, behavior, interpretation) that such modules should contain and briefly discuss how they could be organized. Finally, we exemplify the role of a trait module in the flow of information internal to an agent highlighting surprising potentialities.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593369","","Cultural differences;Global communication;Organizations;Knowledge based systems;Standards organizations;Intelligent robots;Buildings","artificial intelligence;multi-agent systems;social sciences computing;software agents","trait-based culture;culture enabler;artificial agent;human interests;human culture;trait types;trait module","","","32","","","","","IEEE","IEEE Conferences"
"Iterative Learning of Energy-Efficient Dynamic Walking Gaits","F. H. Kong; I. R. Manchester","The Australian Centre for Field Robotics at the University of Sydney, Sydney, NSW 2006, Australia; The Australian Centre for Field Robotics at the University of Sydney, Sydney, NSW 2006, Australia","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","3815","3820","Dynamic walking robots have the potential for efficient and lifelike locomotion, but computing efficient gaits and tracking them is difficult in the presence of under-modeling. Iterative Learning Control (ILC) is a method to learn the control signal to track a periodic reference over several attempts, augmenting a model with online data. Terminal ILC (TILC), a variant of ILC, allows other performance objectives to be addressed at the cost of ignoring parts of the reference. However, dynamic walking robot gaits are not necessarily periodic in time. In this paper, we adapt TILC to jointly optimize final foot placement and energy efficiency on dynamic walking robots by indexing by a phase variable instead of time, yielding “phase-indexed TILC” (θ - TILC). When implemented on a five-link walker in simulation, θ- TILC learns a more energy-efficient walking motion compared to traditional time-indexed TILC.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593548","","Legged locomotion;Computational modeling;Data models;Foot;Planning;Convergence","iterative methods;learning systems;legged locomotion;motion control;robot dynamics","energy-efficient dynamic walking gaits;dynamic walking robots;lifelike locomotion;efficient gaits;Iterative Learning Control;control signal;periodic reference;terminal ILC;dynamic walking robot gaits;final foot placement;energy efficiency;phase-indexed TILC;energy-efficient walking motion;time-indexed TILC","","","36","","","","","IEEE","IEEE Conferences"
